,Material,Dia,pp,TEMP,adm,Dem
2602,61386.0,2020-01-24,3.6,9.7,32.0,101.0
4338,61488.0,2020-01-27,2.7,13.4,32.0,101.0
356,61439.0,2019-09-30,0.0,19.5,,85.0
1162,61482.0,2019-04-10,1.2,12.5,172.0,84.0
4761,61435.0,nan,0.0,14.0,79.0,36.0
2676,61438.0,2020-01-28,0.8,14.0,32.0,101.0
6189,61431.0,2019-02-25,0.0,,87.0,64.0
1890,61396.0,2019-08-23,0.0,26.0,151.0,83.0
579,61437.0,2019-09-27,0.0,18.6,85.0,85.0
6120,61396.0,2020-05-05,0.0,18.0,79.0,36.0
2836,61568.0,2020-02-28,0.0,12.6,62.0,68.0
1691,61435.0,2020-01-31,7.3,14.4,,101.0
862,61573.0,2019-11-22,0.0,16.0,86.0,118.0
4240,61418.0,2019-12-09,0.0,14.0,36.0,89.0
3646,61460.0,2019-05-08,6.0,14.6,,96.0
2380,61490.0,2019-11-27,0.0,15.0,86.0,118.0
2378,61464.0,2019-11-27,0.0,15.0,86.0,118.0
4416,61435.0,nan,0.0,15.0,62.0,68.0
4855,61449.0,2019-03-15,0.0,15.4,165.0,100.0
1116,61489.0,2019-03-20,0.0,14.5,165.0,100.0
1541,61392.0,2019-06-26,,18.1,144.0,85.0
3045,61515.0,2020-05-11,0.0,16.0,79.0,36.0
4824,61407.0,2019-02-08,,11.9,87.0,64.0
5773,61468.0,2020-03-24,0.0,15.0,82.0,
5250,61502.0,2019-06-19,0.6,18.1,144.0,85.0
4439,61488.0,2020-03-27,0.0,12.3,82.0,74.0
2619,61456.0,2020-01-24,3.6,9.7,32.0,101.0
5640,61389.0,2020-01-29,,13.7,32.0,101.0
3984,61437.0,2019-08-29,0.0,21.0,151.0,83.0
5558,61435.0,nan,0.0,11.5,36.0,89.0
6178,61449.8,2019-02-25,0.0,15.2,87.0,64.0
2669,61469.0,2020-01-28,0.8,14.0,32.0,101.0
5351,61535.0,2019-09-06,0.0,24.9,85.0,85.0
5986,61483.0,2020-04-01,13.7,9.0,28.0,71.0
4856,61458.0,2019-03-15,0.0,,,100.0
3309,61460.0,nan,0.0,12.7,87.0,64.0
4160,61391.0,2019-11-29,0.0,17.0,86.0,118.0
6128,61536.0,2020-05-05,0.0,18.0,79.0,36.0
2052,61532.0,2019-08-28,0.0,20.1,151.0,83.0
1776,61451.6,2019-12-11,0.0,12.0,36.0,89.0
3607,61456.0,2019-04-18,1.5,13.5,,84.0
4498,61482.0,2020-03-27,0.0,12.3,82.0,74.0
1592,61480.0,2019-03-12,0.0,13.0,165.0,100.0
1723,61535.0,2020-01-31,7.3,14.4,,101.0
4906,61516.0,2019-03-22,0.0,14.7,165.0,
4259,61515.0,2019-12-09,0.0,,36.0,89.0
490,61513.0,2019-06-07,,15.1,144.0,85.0
6179,61482.0,nan,0.0,15.2,87.0,64.0
1006,61513.0,2019-02-26,0.0,14.3,87.0,64.0
3477,61479.0,2019-03-11,0.0,15.0,165.0,100.0
2503,61457.0,2019-12-18,0.0,16.0,36.0,89.0
3819,61389.0,2019-05-15,0.0,20.8,,96.0
2314,61439.0,2019-11-26,0.0,17.0,86.0,
1417,61513.0,2019-08-22,0.0,25.9,151.0,83.0
25,61426.0,2019-03-29,0.0,15.2,165.0,100.0
2409,61513.0,2019-11-27,0.0,15.0,86.0,118.0
1113,61407.0,2019-03-20,0.0,14.5,165.0,100.0
3372,61512.0,2019-02-28,0.0,12.6,87.0,64.0
1552,61501.0,2019-06-26,0.5,18.1,144.0,85.0
5357,61433.0,2019-09-11,0.0,20.4,85.0,85.0
5674,61513.0,2020-02-05,0.0,13.9,62.0,68.0
433,61386.0,2019-05-13,0.0,25.8,230.0,96.0
4850,61417.0,2019-03-15,0.0,15.4,165.0,100.0
5221,61387.0,2019-06-18,1.4,17.3,144.0,85.0
4246,61389.0,2019-12-09,0.0,14.0,36.0,89.0
5125,61407.0,2019-06-11,0.0,16.0,144.0,85.0
3424,61439.0,2019-03-07,20.1,11.4,165.0,
3621,61459.0,2019-04-18,1.5,13.5,172.0,84.0
4655,61430.0,2020-04-29,1.5,14.5,28.0,71.0
3340,61513.0,2019-02-19,0.0,11.7,87.0,64.0
2518,61468.0,2019-12-18,0.0,16.0,36.0,89.0
6033,61388.0,2020-04-27,0.6,13.9,28.0,71.0
1102,61447.0,2019-03-20,0.0,14.5,165.0,100.0
2706,61533.0,nan,0.8,14.0,32.0,101.0
5714,61407.0,2020-03-05,0.9,13.4,82.0,74.0
4650,61388.0,2020-04-29,1.5,14.5,28.0,71.0
4353,61469.0,2020-01-27,2.7,13.4,32.0,101.0
194,61629.0,2019-06-28,0.0,19.7,144.0,85.0
615,61483.0,2019-11-12,0.0,14.0,86.0,118.0
643,61418.0,2020-01-10,0.0,10.7,,101.0
4505,61429.0,2020-03-30,5.3,11.1,82.0,74.0
3960,61450.0,2019-08-29,0.0,21.0,151.0,83.0
5304,61533.0,2019-06-24,1.2,17.9,144.0,85.0
330,61534.0,2019-09-30,0.0,19.5,85.0,85.0
3893,61531.0,2019-05-16,0.0,14.7,230.0,96.0
5184,61396.0,nan,0.0,15.5,144.0,85.0
5598,61388.0,2020-01-14,0.8,12.2,,101.0
5400,61482.0,2019-09-13,0.0,25.2,85.0,85.0
483,61400.0,2019-06-07,0.0,15.1,144.0,85.0
2420,61533.0,2019-11-27,0.0,15.0,86.0,118.0
719,61417.0,2020-01-30,5.1,13.4,32.0,101.0
3813,61467.0,2019-05-15,0.0,20.8,230.0,96.0
2059,61535.0,2019-09-12,0.0,24.7,85.0,85.0
4184,61457.0,2019-11-29,0.0,17.0,86.0,118.0
32,61568.0,2019-03-29,0.0,15.2,165.0,100.0
664,7494.0,2020-01-10,0.0,10.7,32.0,101.0
6152,61458.0,2019-02-18,1.1,10.5,87.0,64.0
3841,61418.0,2019-05-15,0.0,20.8,230.0,96.0
1444,61447.0,2019-05-17,0.0,13.9,230.0,96.0
2668,61459.0,2020-01-28,0.8,14.0,32.0,101.0
4441,61493.0,2020-03-27,0.0,12.3,82.0,74.0
6121,61458.0,2020-05-05,0.0,18.0,79.0,36.0
1705,61490.0,2020-01-31,7.3,14.4,32.0,101.0
3090,61534.0,2019-01-23,0.1,12.0,,97.0
3217,61458.0,nan,0.0,11.8,87.0,64.0
5668,61387.0,2020-02-05,0.0,13.9,62.0,68.0
3907,61417.0,2019-05-16,0.0,14.7,230.0,96.0
2277,61390.0,2019-11-14,0.0,13.0,86.0,118.0
1401,61467.0,2019-08-22,0.0,25.9,151.0,83.0
3686,61387.0,2019-05-08,6.0,14.6,230.0,96.0
2456,61480.0,2019-11-30,0.0,16.0,86.0,118.0
170,61446.0,2019-06-28,0.0,19.7,144.0,85.0
540,61441.0,2019-09-27,0.0,18.6,85.0,85.0
3475,61458.0,2019-03-11,0.0,15.0,165.0,100.0
4697,61390.0,2020-05-06,0.0,17.0,79.0,36.0
5893,61494.0,2020-02-17,1.0,13.5,62.0,68.0
3012,61533.0,2020-03-25,0.0,14.6,82.0,74.0
674,61395.0,2020-01-30,5.1,,32.0,101.0
5833,61515.0,2019-10-29,0.0,19.0,87.0,239.0
2611,61479.0,2020-01-24,3.6,9.7,32.0,101.0
1815,61419.0,2019-12-11,0.0,12.0,,89.0
5818,61418.0,2019-10-29,0.0,19.0,87.0,239.0
2100,61396.0,2019-11-06,0.0,16.0,86.0,118.0
3914,61458.0,2019-05-16,0.0,14.7,230.0,96.0
5286,61450.0,2019-06-21,0.0,17.3,144.0,85.0
2101,61404.0,2019-11-06,0.0,,86.0,118.0
5314,61516.0,2019-06-24,1.2,17.9,144.0,85.0
3105,61532.0,2019-01-23,0.1,12.0,55.0,97.0
1548,61479.0,2019-06-26,0.5,18.1,144.0,85.0
4141,61440.0,2019-11-29,0.0,17.0,86.0,118.0
4248,61435.0,2019-12-09,0.0,14.0,36.0,89.0
355,61432.0,2019-09-30,0.0,19.5,85.0,85.0
2771,61450.0,2020-02-27,0.0,13.6,62.0,68.0
2991,61450.0,2020-03-25,0.0,14.6,82.0,74.0
3734,61491.0,2019-05-10,0.2,,230.0,96.0
2535,61533.0,2019-12-18,0.0,16.0,36.0,89.0
5553,61527.0,2019-12-20,15.8,14.9,36.0,89.0
5560,61459.0,2019-12-30,0.0,11.5,36.0,89.0
2373,61564.0,nan,0.0,15.0,86.0,118.0
1051,61511.0,2019-08-27,0.0,19.5,151.0,83.0
2321,61479.0,2019-11-26,0.0,17.0,86.0,118.0
3915,61407.0,2019-05-16,,14.7,230.0,96.0
5956,61459.0,2020-03-20,1.1,11.9,82.0,74.0
1751,61406.0,nan,0.0,10.0,,89.0
5347,61513.0,2019-09-06,0.0,24.9,85.0,85.0
1772,61573.0,2019-12-11,0.0,12.0,36.0,89.0
1196,61465.0,2019-09-02,0.0,23.0,85.0,85.0
1878,61457.0,2019-08-23,0.0,26.0,151.0,83.0
2016,61430.0,2019-08-28,0.0,20.1,151.0,83.0
2005,61450.0,2019-08-28,0.0,20.1,151.0,83.0
5089,61528.0,2019-06-06,3.4,14.7,144.0,85.0
1482,61506.0,2019-10-30,0.0,19.0,87.0,239.0
328,61489.0,2019-09-30,0.0,19.5,85.0,85.0
648,61480.0,2020-01-10,0.0,10.7,32.0,101.0
2716,61458.0,2020-02-26,0.0,11.9,62.0,68.0
1123,61466.0,2019-03-20,0.0,14.5,165.0,100.0
3076,61492.0,2019-01-23,0.1,12.0,55.0,97.0
3277,61501.0,2019-02-15,0.0,12.7,87.0,64.0
5948,61449.8,2020-03-04,0.0,15.1,82.0,74.0
4335,61457.0,2020-01-27,2.7,13.4,32.0,101.0
3098,61434.0,2019-01-23,0.1,12.0,55.0,97.0
5953,61417.0,2020-03-20,1.1,11.9,,74.0
1259,61460.0,2019-11-21,0.0,14.0,86.0,118.0
3362,61407.0,2019-02-28,0.0,12.6,87.0,64.0
4825,61493.8,2019-02-08,0.0,,87.0,64.0
3728,61396.0,2019-05-10,0.2,16.2,230.0,96.0
1519,61535.0,2019-10-30,0.0,19.0,87.0,239.0
1378,61457.0,2019-08-22,0.0,,151.0,83.0
4577,61457.0,2020-04-21,,13.2,28.0,71.0
1023,61436.0,2019-08-27,0.0,19.5,151.0,83.0
3625,61490.0,2019-04-18,1.5,13.5,172.0,84.0
3182,61387.0,2019-01-31,13.5,12.8,55.0,97.0
4936,61490.0,2019-04-17,5.2,13.1,172.0,84.0
5434,61437.0,2019-09-18,,19.0,85.0,85.0
912,61392.0,2019-08-30,0.0,22.2,151.0,83.0
4257,61437.0,2019-12-09,0.0,14.0,36.0,89.0
1675,61409.4,2020-01-31,7.3,14.4,32.0,101.0
1746,61468.0,2019-12-10,0.0,10.0,36.0,89.0
3288,61440.0,2019-02-15,0.0,,87.0,64.0
1736,61493.0,2019-12-10,0.0,10.0,36.0,
1629,61528.0,2019-06-27,0.0,18.5,144.0,85.0
5826,61465.0,2019-10-29,0.0,19.0,87.0,239.0
430,61490.0,2019-05-13,0.0,25.8,230.0,96.0
1808,61438.0,2019-12-11,0.0,12.0,36.0,89.0
3887,61465.0,2019-05-16,0.0,14.7,,96.0
2654,61446.8,2020-01-28,,14.0,32.0,101.0
6086,61509.4,2019-12-06,0.0,13.0,36.0,89.0
3836,61451.0,2019-05-15,0.0,20.8,230.0,96.0
3808,61404.0,2019-05-15,0.0,20.8,,96.0
2222,61432.0,2019-11-13,0.0,16.0,86.0,118.0
3585,61418.0,2019-04-11,0.0,12.7,172.0,84.0
4587,61515.0,2020-04-21,2.1,13.2,28.0,71.0
5879,61450.0,2020-02-07,0.0,13.4,62.0,68.0
4015,61505.0,2019-11-05,0.0,16.0,86.0,118.0
4794,61533.0,2019-01-28,0.0,11.5,55.0,97.0
5569,61421.0,2019-12-30,0.0,11.5,36.0,
3667,61514.0,2019-05-08,6.0,14.6,230.0,96.0
1995,61399.0,2019-08-28,0.0,20.1,151.0,83.0
6047,61407.0,2020-05-04,0.0,19.0,79.0,36.0
2224,61447.0,2019-11-13,0.0,16.0,86.0,
1106,61515.0,2019-03-20,0.0,14.5,165.0,100.0
6054,61513.0,2020-05-04,0.0,19.0,79.0,36.0
818,61466.0,2020-04-30,0.1,15.4,28.0,71.0
5426,61467.0,2019-09-18,0.0,19.0,85.0,85.0
4274,61483.0,2019-12-19,0.0,16.0,36.0,89.0
4554,61467.0,2020-04-20,8.1,12.9,28.0,71.0
1697,61483.0,2020-01-31,7.3,14.4,,101.0
6111,61513.0,2020-03-26,0.0,12.4,82.0,74.0
136,61513.0,2019-03-29,,15.2,165.0,100.0
3573,61516.0,2019-04-11,0.0,12.7,172.0,84.0
4974,61513.0,2019-04-24,6.4,13.3,172.0,84.0
5966,61535.0,2020-03-20,1.1,11.9,82.0,74.0
5561,61483.0,nan,0.0,11.5,36.0,89.0
1180,61487.0,2019-09-02,0.0,23.0,85.0,85.0
3784,61490.0,2019-05-14,0.0,23.6,230.0,96.0
888,61435.0,2019-11-22,0.0,16.0,86.0,118.0
3711,61515.0,2019-05-10,0.2,16.2,230.0,96.0
2437,61436.0,2019-11-30,0.0,16.0,86.0,118.0
3613,61386.0,2019-04-18,,13.5,,84.0
3204,61492.0,2019-02-06,0.0,11.8,,
817,61480.0,2020-04-30,0.1,15.4,28.0,71.0
1111,61457.0,2019-03-20,,14.5,,100.0
4087,61489.0,2019-11-11,0.0,16.0,86.0,118.0
2341,61535.0,2019-11-26,0.0,17.0,86.0,118.0
4625,61435.0,2020-04-28,0.0,14.4,28.0,71.0
4113,61483.0,2019-11-11,0.0,16.0,86.0,118.0
1264,61489.0,2019-11-21,0.0,14.0,86.0,118.0
990,61407.0,2019-02-26,0.0,14.3,,64.0
5608,61387.0,2020-01-14,0.8,12.2,32.0,101.0
1739,61386.0,2019-12-10,0.0,10.0,36.0,89.0
4676,61437.0,2020-04-29,1.5,14.5,28.0,71.0
353,61460.0,2019-09-30,0.0,19.5,85.0,85.0
6084,61466.0,2020-05-07,0.0,19.0,79.0,36.0
2732,61436.0,2020-02-26,0.0,11.9,62.0,68.0
4399,61422.0,2020-02-21,0.0,15.0,,
1489,61457.8,2019-10-30,0.0,19.0,87.0,239.0
4196,61533.0,2019-11-29,0.0,17.0,86.0,118.0
1228,61470.0,2019-10-31,0.0,20.0,87.0,239.0
6031,61467.0,2020-04-27,0.6,13.9,28.0,
4867,61450.0,2019-03-22,0.0,14.7,165.0,100.0
5943,61434.0,2020-03-04,0.0,15.1,82.0,74.0
5873,61419.0,2020-02-06,0.0,13.3,62.0,68.0
52,61632.0,2019-03-29,0.0,15.2,165.0,100.0
3450,61476.8,2019-03-08,0.0,12.5,,100.0
3039,61468.0,2020-05-11,0.0,16.0,79.0,36.0
159,61478.0,2019-06-28,0.0,,144.0,85.0
3664,61480.0,2019-05-08,6.0,14.6,230.0,96.0
4024,61465.0,2019-11-05,0.0,16.0,86.0,118.0
1589,61400.0,2019-03-12,0.0,13.0,165.0,100.0
1479,61493.0,2019-10-30,0.0,19.0,87.0,239.0
1469,59852.6,2019-05-17,0.0,13.9,,96.0
6169,61468.8,2019-02-18,1.1,10.5,87.0,64.0
3078,61506.0,2019-01-23,0.1,12.0,55.0,97.0
5505,61533.0,2019-11-04,0.0,17.0,86.0,118.0
2078,61433.0,2019-09-12,0.0,24.7,85.0,85.0
5564,61514.0,2019-12-30,0.0,11.5,36.0,89.0
6185,61405.0,2019-02-25,0.0,15.2,87.0,64.0
5637,61514.0,2020-01-29,0.0,13.7,32.0,101.0
436,61419.0,2019-05-13,0.0,25.8,230.0,96.0
4428,61407.0,2020-02-21,0.0,15.0,62.0,
4173,61448.0,2019-11-29,0.0,17.0,86.0,118.0
1588,61488.0,2019-03-12,0.0,13.0,165.0,100.0
6130,61389.0,2020-05-05,0.0,18.0,79.0,36.0
1590,61446.6,2019-03-12,0.0,13.0,165.0,100.0
4775,61489.0,2019-01-25,0.0,13.8,55.0,97.0
973,61532.0,2019-08-30,0.0,22.2,151.0,83.0
1238,61491.0,2019-10-31,0.0,20.0,87.0,239.0
2342,61513.0,2019-11-26,0.0,17.0,86.0,118.0
3361,61402.0,2019-02-28,0.0,12.6,87.0,64.0
3605,61446.0,2019-04-18,1.5,13.5,172.0,84.0
4412,61390.0,2020-02-21,,15.0,62.0,68.0
5354,61531.0,2019-09-06,0.0,24.9,85.0,85.0
2231,61511.0,2019-11-13,0.0,16.0,86.0,118.0
5397,61417.0,2019-09-13,0.0,25.2,85.0,85.0
1497,61458.0,2019-10-30,0.0,19.0,87.0,239.0
449,61514.0,2019-05-13,0.0,25.8,230.0,96.0
2369,61489.0,2019-11-27,0.0,15.0,86.0,118.0
3708,61461.0,nan,0.2,16.2,230.0,96.0
2422,61531.0,2019-11-27,0.0,15.0,86.0,118.0
5632,61419.0,2020-01-29,0.0,13.7,32.0,101.0
3312,61435.0,2019-02-15,0.0,12.7,87.0,64.0
1551,61491.0,2019-06-26,0.5,18.1,144.0,85.0
5563,61505.0,2019-12-30,0.0,11.5,,89.0
1146,61488.0,2019-04-10,1.2,12.5,,84.0
4105,61419.0,2019-11-11,0.0,,86.0,118.0
2092,61460.0,2019-11-06,0.0,16.0,,118.0
1313,61532.0,2019-12-13,0.0,15.0,36.0,89.0
2015,61386.0,2019-08-28,0.0,20.1,151.0,83.0
3604,61436.0,2019-04-18,1.5,13.5,172.0,84.0
3023,61386.0,2020-05-11,0.0,16.0,79.0,36.0
3328,61393.0,2019-02-19,0.0,11.7,87.0,64.0
1381,61470.0,2019-08-22,0.0,25.9,151.0,83.0
6036,61479.0,2020-05-04,0.0,19.0,79.0,36.0
413,61496.0,2019-05-13,0.0,25.8,230.0,96.0
941,61395.0,2019-08-30,0.0,22.2,151.0,83.0
801,61512.0,2020-04-30,0.1,15.4,,
2750,61388.0,2020-02-26,0.0,11.9,62.0,68.0
2781,61421.0,2020-02-27,0.0,13.6,62.0,68.0
3634,61468.0,nan,1.5,13.5,172.0,84.0
256,61417.0,2019-06-28,,19.7,144.0,85.0
6159,61530.0,2019-02-18,1.1,10.5,87.0,64.0
2235,61431.0,2019-11-13,0.0,16.0,86.0,118.0
647,61466.0,2020-01-10,0.0,10.7,32.0,101.0
1767,61486.0,2019-12-11,0.0,12.0,36.0,89.0
4295,61512.0,2019-12-19,0.0,16.0,36.0,89.0
4857,61532.0,2019-03-15,0.0,15.4,165.0,100.0
5650,61520.0,2020-01-29,,,32.0,101.0
2918,61500.0,2020-03-09,0.0,13.5,82.0,74.0
24,61424.0,2019-03-29,0.0,15.2,165.0,100.0
1088,61492.0,2019-03-20,0.0,14.5,165.0,100.0
4102,61457.0,2019-11-11,0.0,16.0,86.0,118.0
2694,61466.0,2020-01-28,0.8,14.0,,101.0
2922,61441.0,2020-03-09,0.0,13.5,82.0,74.0
112,61417.0,2019-03-29,0.0,15.2,165.0,100.0
2311,61404.0,2019-11-26,0.0,17.0,86.0,118.0
5208,61514.0,2019-06-12,0.0,15.5,144.0,85.0
56,61440.0,2019-03-29,0.0,,165.0,100.0
1309,61491.0,2019-12-13,0.0,15.0,36.0,89.0
695,61394.0,nan,5.1,13.4,32.0,101.0
4562,61535.0,nan,8.1,12.9,28.0,71.0
1227,61458.0,2019-10-31,0.0,20.0,87.0,239.0
1999,61422.0,2019-08-28,0.0,20.1,151.0,83.0
276,61497.0,2019-09-30,0.0,19.5,85.0,85.0
4970,61447.0,2019-04-24,6.4,13.3,172.0,84.0
6022,61436.0,nan,0.6,13.9,28.0,71.0
1833,61282.0,2019-12-11,,12.0,,89.0
682,61457.0,2020-01-30,5.1,13.4,32.0,101.0
3852,61534.0,2019-05-15,0.0,20.8,230.0,96.0
5557,61434.0,2019-12-30,0.0,11.5,36.0,89.0
6262,61619.0,2019-12-23,0.2,12.0,36.0,89.0
1137,61632.0,2019-07-01,0.0,17.9,192.0,
2767,61390.0,2020-02-27,0.0,13.6,62.0,68.0
6129,61417.0,2020-05-05,0.0,18.0,79.0,36.0
3815,61500.0,2019-05-15,,20.8,230.0,
3620,61435.0,2019-04-18,1.5,13.5,172.0,84.0
3771,61419.0,2019-05-14,0.0,23.6,230.0,96.0
5055,61457.0,2019-05-24,0.0,16.7,,96.0
1346,61436.0,2019-09-26,0.0,18.2,85.0,85.0
4318,61386.0,2020-01-23,0.1,8.9,32.0,101.0
3264,61516.0,2019-02-07,0.0,11.8,87.0,64.0
2784,61456.0,2020-02-27,0.0,13.6,62.0,68.0
3103,61516.0,2019-01-23,0.1,12.0,55.0,97.0
2384,61387.0,2019-11-27,0.0,15.0,86.0,118.0
115,61639.0,2019-03-29,,15.2,165.0,100.0
4367,61417.0,2020-01-27,2.7,13.4,32.0,101.0
6244,61515.0,2019-12-03,0.0,11.0,,89.0
3590,61388.0,2019-04-11,0.0,12.7,172.0,84.0
5928,61534.0,2020-03-04,0.0,,82.0,74.0
4471,61501.0,2020-03-27,0.0,12.3,82.0,74.0
5199,61417.0,2019-06-12,0.0,15.5,144.0,85.0
3050,61491.0,2020-05-11,0.0,16.0,79.0,36.0
5220,61534.0,2019-06-18,1.4,17.3,144.0,85.0
5158,61462.0,2019-06-12,0.0,15.5,144.0,85.0
81,61637.0,2019-03-29,0.0,15.2,165.0,100.0
1972,61435.0,2019-08-26,0.0,20.4,151.0,83.0
1714,61145.0,2020-01-31,7.3,14.4,32.0,101.0
3945,61431.0,2019-08-29,0.0,21.0,151.0,83.0
4715,61442.0,2020-05-06,0.0,17.0,79.0,36.0
6271,61594.0,2019-12-23,0.2,12.0,36.0,89.0
4955,61535.0,2019-04-17,5.2,13.1,172.0,84.0
1946,61390.0,2019-08-26,0.0,20.4,151.0,83.0
3660,61464.0,2019-05-08,6.0,14.6,230.0,96.0
4254,61469.0,2019-12-09,0.0,14.0,36.0,89.0
4395,61433.0,2020-02-13,0.9,13.3,62.0,68.0
1610,61421.0,2019-06-27,0.0,,144.0,85.0
3575,61467.0,2019-04-11,0.0,12.7,172.0,84.0
3405,61467.0,2019-03-06,11.8,12.1,165.0,100.0
5445,61450.0,2019-09-25,0.0,17.7,85.0,85.0
6133,61434.0,2020-05-05,0.0,18.0,79.0,36.0
4834,61407.0,2019-02-12,0.0,12.6,87.0,64.0
3321,61520.0,2019-02-19,0.0,,87.0,64.0
665,50686.6,2020-01-30,5.1,13.4,32.0,101.0
2194,61448.4,2019-11-08,0.0,13.0,86.0,118.0
4101,61449.0,2019-11-11,0.0,16.0,86.0,118.0
5657,61417.0,2020-01-29,0.0,13.7,32.0,101.0
1017,61470.0,2019-05-31,0.0,25.1,230.0,96.0
557,61390.0,nan,0.0,18.6,85.0,85.0
4127,61469.0,2019-11-11,0.0,16.0,86.0,118.0
3742,61482.0,2019-05-10,0.2,16.2,230.0,96.0
1207,61396.0,2019-09-02,0.0,23.0,85.0,
4563,61513.0,2020-04-20,8.1,12.9,28.0,71.0
4605,61434.0,2020-04-24,0.0,15.3,,71.0
1510,61417.0,2019-10-30,0.0,19.0,87.0,239.0
2952,61433.0,2020-03-09,0.0,13.5,82.0,74.0
4904,61513.0,2019-03-22,0.0,14.7,,100.0
4269,61449.0,2019-12-19,0.0,16.0,36.0,89.0
4271,61462.0,2019-12-19,0.0,,36.0,89.0
266,61467.0,2019-06-28,0.0,19.7,144.0,85.0
5661,61490.0,2020-02-05,0.0,13.9,62.0,68.0
3691,61417.0,2019-05-08,6.0,14.6,230.0,96.0
2111,61518.0,2019-11-06,0.0,16.0,86.0,118.0
3260,61386.0,2019-02-07,0.0,11.8,87.0,64.0
1909,61455.0,2019-08-26,0.0,20.4,151.0,83.0
4589,61533.0,2020-04-21,2.1,13.2,28.0,71.0
6145,61527.0,2019-02-11,0.0,,87.0,64.0
656,61417.0,2020-01-10,0.0,10.7,32.0,101.0
4213,61449.0,2019-12-04,0.0,10.0,36.0,89.0
5266,61431.0,2019-06-19,0.6,18.1,,85.0
3935,61492.0,2019-08-29,0.0,21.0,151.0,83.0
998,61386.0,2019-02-26,0.0,14.3,87.0,64.0
3550,61533.0,2019-03-18,0.0,13.0,165.0,100.0
2834,61505.0,2020-02-28,0.0,12.6,62.0,68.0
2809,61407.0,2020-02-27,0.0,13.6,62.0,68.0
1784,61459.0,2019-12-11,0.0,12.0,36.0,89.0
1237,61482.0,2019-10-31,0.0,20.0,87.0,239.0
5223,61406.0,2019-06-18,,17.3,144.0,85.0
3323,61522.0,nan,0.0,11.7,87.0,64.0
4163,61437.0,2019-11-29,0.0,17.0,,118.0
5090,61396.0,2019-06-06,3.4,14.7,,85.0
6194,61501.0,2019-02-25,0.0,15.2,87.0,64.0
2186,61469.0,2019-11-08,0.0,13.0,86.0,118.0
3799,61462.0,2019-05-15,0.0,,230.0,96.0
908,61503.0,nan,0.0,22.2,151.0,83.0
5706,61459.0,2020-03-05,0.9,13.4,82.0,74.0
1303,61385.0,2019-12-13,0.0,15.0,36.0,89.0
5857,61456.0,2020-02-06,0.0,13.3,62.0,68.0
1627,61533.0,2019-06-27,0.0,18.5,144.0,85.0
1522,61457.8,2019-10-30,0.0,19.0,,239.0
835,61390.0,2020-05-14,0.0,14.0,79.0,36.0
358,61625.0,2019-09-30,0.0,,85.0,85.0
138,61407.0,2019-03-29,0.0,,165.0,100.0
299,61448.0,2019-09-30,0.0,19.5,85.0,85.0
1556,61406.0,2019-06-26,0.5,,144.0,85.0
1003,61533.0,2019-02-26,0.0,14.3,87.0,64.0
382,61513.0,2019-09-30,0.0,19.5,85.0,85.0
3094,61472.2,2019-01-23,0.1,12.0,55.0,97.0
761,61389.0,2020-03-31,0.1,8.4,82.0,74.0
4104,61489.4,2019-11-11,0.0,16.0,,118.0
6270,61640.0,2019-12-23,0.2,12.0,36.0,89.0
5064,61396.0,2019-05-24,0.0,16.7,230.0,96.0
5072,61459.0,2019-05-24,0.0,16.7,230.0,96.0
4307,61528.0,2019-12-19,0.0,16.0,36.0,89.0
1402,61469.0,2019-08-22,0.0,25.9,151.0,83.0
3213,61516.0,2019-02-06,0.0,11.8,87.0,64.0
5383,61515.0,2019-09-11,0.0,20.4,85.0,85.0
2721,61488.0,2020-02-26,0.0,11.9,62.0,68.0
1932,61418.0,2019-08-26,0.0,20.4,151.0,83.0
3543,61480.0,2019-03-18,0.0,13.0,165.0,100.0
3206,61389.0,2019-02-06,0.0,11.8,87.0,64.0
4995,61488.0,2019-05-22,0.0,17.4,230.0,96.0
5356,61464.8,2019-09-06,0.0,24.9,85.0,85.0
3129,61418.0,2019-01-30,4.9,11.9,55.0,97.0
4165,61534.0,2019-11-29,0.0,17.0,86.0,118.0
2685,61437.0,2020-01-28,0.8,14.0,32.0,101.0
3053,61434.0,2020-05-11,0.0,16.0,,36.0
58,61485.0,2019-03-29,0.0,15.2,165.0,100.0
76,61634.0,2019-03-29,0.0,15.2,165.0,100.0
796,61439.0,2020-04-30,0.1,,28.0,71.0
2416,61528.0,2019-11-27,0.0,15.0,86.0,118.0
6077,61451.0,2020-05-07,0.0,19.0,79.0,
5494,61482.0,2019-11-04,0.0,17.0,86.0,118.0
785,61492.0,2020-04-30,0.1,15.4,28.0,71.0
3207,61390.0,2019-02-06,0.0,11.8,87.0,64.0
6113,61533.0,2020-03-26,0.0,12.4,82.0,74.0
4088,61492.0,2019-11-11,0.0,16.0,86.0,118.0
2217,61390.0,2019-11-13,0.0,16.0,86.0,118.0
4051,61438.0,2019-11-07,,15.0,86.0,118.0
2925,61464.0,2020-03-09,0.0,13.5,82.0,74.0
6163,61417.0,2019-02-18,,10.5,87.0,64.0
4557,61532.0,2020-04-20,8.1,12.9,28.0,71.0
3745,61535.0,2019-05-10,0.2,16.2,230.0,96.0
4838,61515.0,2019-02-12,0.0,12.6,87.0,64.0
910,61507.0,2019-08-30,0.0,22.2,151.0,
2172,61480.0,2019-11-08,0.0,13.0,86.0,118.0
