,Imputation_Method_average,Imputed_average,Data_Constellation,Downstream Performance Rank Average,Imputation_Method_best,Imputed_best,Downstream Performance Rank Best,Performance Difference Best to Average
223,Random Forest,0.9029184985109692,MCAR - 0.5 - 41146,1.0,Random Forest,0.9029184985109692,1.0,0.0
224,Random Forest,0.9135518497220624,MNAR - 0.01 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0
225,Random Forest,0.9135518497220624,MNAR - 0.1 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0
226,Random Forest,0.9135518497220624,MNAR - 0.3 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0
227,Random Forest,0.9135518497220624,MNAR - 0.5 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0
228,Random Forest,0.6651328945580213,MAR - 0.01 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
229,Random Forest,0.6651328945580213,MAR - 0.1 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
230,Random Forest,0.6651328945580213,MAR - 0.3 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
231,Random Forest,0.6651328945580213,MAR - 0.5 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
232,Random Forest,0.663180316683724,MCAR - 0.01 - 42192,3.0,Mean/Mode,0.663180316683724,1.0,0.0
233,Random Forest,0.6610921982777593,MCAR - 0.1 - 42192,3.0,VAE,0.6593520059927448,1.0,-0.0017401922850145413
234,Random Forest,0.6584301335488555,MCAR - 0.3 - 42192,2.0,Mean/Mode,0.6579159362253704,1.0,-0.0005141973234851216
235,Random Forest,0.6548366732550569,MCAR - 0.5 - 42192,1.0,Random Forest,0.6548366732550569,1.0,0.0
236,Random Forest,0.6651328945580213,MNAR - 0.01 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
237,Random Forest,0.6651328945580213,MNAR - 0.1 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
238,Random Forest,0.6651328945580213,MNAR - 0.3 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
239,Random Forest,0.6651328945580213,MNAR - 0.5 - 42192,4.0,Mean/Mode,0.6636787353597335,1.0,-0.00145415919828773
240,Random Forest,0.627487208179315,MAR - 0.01 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
241,Random Forest,0.627487208179315,MAR - 0.1 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
242,Random Forest,0.627487208179315,MAR - 0.3 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
243,Random Forest,0.627487208179315,MAR - 0.5 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
244,Random Forest,0.6254813464915886,MCAR - 0.01 - 42493,2.0,Mean/Mode,0.6254037707947118,1.0,-7.757569687683041e-05
245,Random Forest,0.6199458542046015,MCAR - 0.1 - 42493,2.0,Mean/Mode,0.6195264851720136,1.0,-0.0004193690325878796
246,Random Forest,0.6172179257937517,MCAR - 0.3 - 42493,1.0,Random Forest,0.6172179257937517,1.0,0.0
247,Random Forest,0.6129423490535308,MCAR - 0.5 - 42493,2.0,Mean/Mode,0.6126092240437783,1.0,-0.0003331250097525773
248,Random Forest,0.627487208179315,MNAR - 0.01 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
249,Random Forest,0.627487208179315,MNAR - 0.1 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
250,Random Forest,0.627487208179315,MNAR - 0.3 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
251,Random Forest,0.627487208179315,MNAR - 0.5 - 42493,2.0,KNN,0.627487208179315,1.0,0.0
